jurisdiction,pollster,poll_date,source_year,question_wording,sample_size,pct_favorable,favorable_definition,source_url,inferred_or_direct,fact_check_result,fact_check_notes,recency_flag,notes
Colorado,Colorado Polling Institute (Aspect Strategic / Cygnal),2023-11-26 to 2023-11-27,2023,How much confidence/trust do you have in state government to do the right thing? (state government tested among institutions),652,37,trust in state govt: net -8 + 45% distrust => 37% trust (INFERRED from two verified figures),https://copollinginstitute.org/release/what-do-colorado-voters-think-about-the-direction-of-the-state-and-who-do-they-trust/,INFERRED,MATCH,"CPI release page states 'state (-8 net trust)'; Westword (same poll, n=652, Nov 26-27 2023) states 45% distrust state government; trust=net+distrust=-8+45=37%.",AGING,Institution-level trust poll (qualifies under corrected rule). 2023 -> recency weight 0.7; n=652 -> sample 0.7; institution -> directness 1.0. A March-2025 CPI poll (~+10 vs 2023) exists but PDF unfetchable -> not added.
Connecticut,DataHaven Community Wellbeing Survey (w/ Siena Research Institute),2025-08-04 to 2025-10-16,2025,How much of the time do you trust Connecticut's state government to do what is right? (summarized as 'a great deal' or 'a fair amount'),1371,61,great deal + fair amount trust in state government,https://ctdatahaven.org/connecticut-residents-trust-local-and-state-governments-but-not-the-federal-one-survey-finds/,DIRECT,MATCH,"Page states verbatim: '61%, say they trust Connecticut's state government a great deal or a fair amount.' n=1,371, fielded Aug-Oct 2025.",OK,"Institution-level trust poll (qualifies). 2025, DIRECT, n>=800 -> recency 1.0, sample 1.0, directness 1.0 -> c_P=1.0. First fully-verified recent large-sample state-government poll in the batch. (Same survey underlies the CT pilot poll used earlier.)"
Delaware,NO_QUALIFYING_POLL,,,,,,,,,,,,CONFIRMED no institution-level poll (corrected rule). UD Center for Political Communication polls cover governor/senators/officials approval only; a 2015 Gallup 50-state confidence poll (DE ~65%) is pre-2020 and unverifiable at state level. No 2020+ Delaware state-government-as-institution approval/trust item found.
Florida,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll (corrected rule). UNF PORL, Mason-Dixon, Emerson, Florida Chamber, Stetson CPOR all measure DeSantis approval, Legislature approval, or right-direction/wrong-track. USF Sunshine State Survey pages inaccessible/unconfirmed. No 2020+ Florida state-government-as-institution approval/trust/satisfaction item found."
Georgia,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll (corrected rule). UGA Peach State Poll/SPIA, AJC, GSU all measure governor approval, legislature/candidate races, or election-system trust — no generic state-government approval/trust/confidence/satisfaction item."
Hawaii,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll (corrected rule). Hawaii Poll (Ward/Anthology), Civil Beat, Star-Advertiser, Grassroot Institute cover right-track/wrong-track, governor Green approval, or spending/regulation opinion — no generic state-government approval/trust/confidence/satisfaction item."
Idaho,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll (corrected rule). Boise State Idaho Public Policy Survey asks 'which level of government do you trust the most?' (state 16% in 2023) - a forced-choice ranking, NOT a trust/confidence LEVEL for state government, so excluded. Other recurring item is right-direction/wrong-track (excluded). No standalone state-government approval/trust item 2020-2026."
Illinois,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll (corrected rule). Paul Simon Poll (SIU) has only governor/legislator approval + a 2018 water-quality-specific trust item (issue-tied, pre-2020). Gallup's 'confidence in your state government in general' (which WOULD qualify) only fielded 2013/2015 -> STALE. No 2020+ Illinois state-government-as-institution trust/approval item found."
Indiana,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll (corrected rule). Ball State Hoosier Survey, Morning Consult, North Star all measure governor/Braun/Morales, legislature, party favorability, or right-track/wrong-track. No generic Indiana state-government trust/approval/confidence/satisfaction item found 2020-2026."
Iowa,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll (corrected rule). Des Moines Register Iowa Poll (Selzer) + UI Hawkeye Poll cover president/election horse-race, right-direction/wrong-track, and governor/legislature approval only. No generic Iowa state-government trust/approval/confidence/satisfaction item 2020-2026."
Kansas,NO_QUALIFYING_POLL,,,,,,,,,,,,CONFIRMED no institution-level poll (corrected rule). Fort Hays Docking Institute 'Kansas Speaks' asks satisfaction with the Legislature (34% in 2025) and named officials (Gov. Kelly 50.4%) separately — both excluded (elected body/officials). No distinct 'Kansas state government as a whole' trust/confidence/satisfaction item found; PDF unparseable but no secondary source references one.
Kentucky,NO_QUALIFYING_POLL,,,,,,,,,,,,CONFIRMED no institution-level poll (corrected rule). Mason-Dixon/Morning Consult/Emerson cover Gov. Beshear approval; Kentucky Health Issues Poll covers health-policy topics only. No generic Kentucky state-government trust/approval/confidence/satisfaction item 2020-2026 (Gallup 2014 confidence item is pre-window/STALE).
Louisiana,"LSU Reilly Center - Louisiana Survey (2025, online)",2025-02-26 to 2025-03-13,2025,How confident are you in the government of Louisiana to address your concerns effectively? (very/somewhat confident),500,46,very confident + somewhat confident in Louisiana state government,https://www.lsu.edu/manship/news-and-events/press-releases/2025/2025-la-survey.php,DIRECT,MATCH,LSU page confirms 46% online / 39% telephone confidence in state government (2025); 32%/25% in 2022 baseline.,OK,Institution-level confidence in state government (qualifies). Online mode. n=500 -> sample 0.7.
Louisiana,"LSU Reilly Center - Louisiana Survey (2025, telephone)",2025-03-10 to 2025-04-21,2025,How confident are you in the government of Louisiana to address your concerns effectively? (very/somewhat confident),507,39,very confident + somewhat confident in Louisiana state government,https://www.lsu.edu/manship/news-and-events/press-releases/2025/2025-la-survey.php,DIRECT,MATCH,Telephone mode of the 2025 Louisiana Survey; 39% confident.,OK,P uses avg of the two 2025 modes = 42.5%. n=507 -> sample 0.7.
Louisiana,LSU Reilly Center - Louisiana Survey (2024),2024,2024,Confidence in Louisiana state government to address concerns effectively (very+somewhat confident),unknown,36,very + somewhat confident,https://www.lsu.edu/manship/news/2024/june/louisiana-survey-2024-perception-of-state.php,DIRECT,UNABLE_TO_VERIFY,2024 press-release URL 404'd; 36% from search snippet only. Not independently opened.,OK,"Prior-year wave, superseded by 2025; recorded for provenance, NOT used in P."
Maine,Colby College Goldfarb Center / Maine Community Foundation - 'Strengthening Maine's Civic Life' civic-health survey,2024-04 (released Oct 2024),2024,"How often do you trust [state] government to do what is right - almost always, mostly, sometimes, or never? (asked separately for local/state/national)",1036,37,trust Maine state government 'almost always or mostly' (combined),https://www.themainewire.com/2024/10/only-37-of-mainers-trust-state-government-maine-civic-health-report/,DIRECT,MATCH,"Maine Wire states '37 percent trust the state government' vs local 51% / national 17%; corroborated by Colby News + NEWS CENTER Maine. Primary Colby/MaineCF PDFs 403/unreadable, but figure consistent across multiple secondary sources.",OK,"Institution-level trust in state government (qualifies). 2024, DIRECT, n=1036>=800 -> c_P=1.0. Maine's only qualifying state-government poll found."
Maryland,UMBC Institute of Politics (UMBC Poll),2025-02-11 to 2025-02-15,2025,"How much do you trust the state government to do what is right - just about always, most of the time, some of the time, or never?",803,41,just about always + most of the time (trust in state government),https://wtop.com/maryland/2025/02/umbc-poll-sheds-light-on-what-marylanders-are-thinking/,DIRECT,MATCH,WTOP + Baltimore Fishbowl confirm 41% trust state govt 'just about always'/'most of the time'; 56% never/some. n=803.,OK,"Institution-level trust poll. 2025, DIRECT, n>=800 -> c_P=1.0. Gov. Moore approval (52%) in same poll excluded."
Maryland,UMBC Institute of Politics (UMBC Poll),2026-03-17 to 2026-03-22,2026,"How much do you trust the state government to do what is right - just about always, most of the time, some of the time, or never?",804,27,just about always + most of the time (trust in state government),https://www.wmar2news.com/infocus/wes-moore-approval-rate-declines-as-few-marylanders-trust-government-at-any-level,DIRECT,UNABLE_TO_VERIFY,27% (trust in state govt) appeared in WMAR/search summaries but page carousel did not render extractable text; not independently confirmed on-page. Shows a drop from 41% (Feb 2025).,OK,Newer wave of same UMBC series; trust dropped 41->27. EXCLUDED FROM P (strict rule): UNABLE_TO_VERIFY; MD P now uses ONLY the MATCH-verified 2025 wave (41%). Newer-but-unverified figure not scored.
Massachusetts,UMass Amherst / WCVB Poll,2025-02-14 to 2025-02-20,2025,Trust in Massachusetts state government (reported via '53% express distrustful attitudes toward the state government'),~700,47,complement of the reported 53% 'distrustful toward the state government' (INFERRED as 100-53),https://www.amherstindy.org/2025/02/28/umass-poll-housing-tops-list-of-concerns-for-bay-state-voters-and-economic-fears-increase/,INFERRED,MATCH,Amherst Indy quotes verbatim: '53% express distrustful attitudes toward the state government'; 47% = complement (INFERRED). UMass topline PDF (SharePoint) not fetchable for exact response scale.,OK,"Institution-level trust. n~700 -> sample 0.7; INFERRED complement. NOTE: the MassINC/WBUR Sept-2024 '36%' candidate was checked and EXCLUDED - it measures the LEGISLATURE's transparency, not state government as a whole."
Michigan,MSU IPPSR - State of the State Survey (SOSS),2024 (Spring 2024 wave),2024,How much of the time do you trust Michigan state government to do what is right? (nearly always / most of the time / some of the time / ...),unknown,43.8,trust nearly always (6.9%) + most of the time (36.9%) = 43.8%,https://ippsr.msu.edu/sites/default/files/89th_SOSS_1ST_SOTN_Report.pdf,INFERRED,UNABLE_TO_VERIFY,"IPPSR confirms SOSS asks trust-in-state-government (qualifying); but the 89th SOSS report PDF is image-based/not text-extractable via fetch, so the 43.8% (6.9%+36.9%) figure could not be confirmed on an openable page. Figure carried from prior D3 audit; flagged unverified.",OK,Institution-level trust poll (SOSS). Sample unknown -> weight 0.4. EXCLUDED FROM P (strict rule): UNABLE_TO_VERIFY (image-based PDF, figure never confirmed on an openable page); MI now sentiment-only. Recommend browser/PDF-to-text re-fetch to confirm and restore.
Minnesota,APM Research Lab - Minnesota's Diverse Communities Survey (SSRS),2021-04-26 to 2021-06-14,2021,How much of the time do you trust state government to do what is right? (just about always / most of the time),1532,48,just about always + most of the time (trust in MN state government),https://www.apmresearchlab.org/blog/many-minnesotansespecially-white-amp-indigenous-minnesotanslack-trust-in-state-government,DIRECT,MATCH,Page states 48% trust state government 'just about always'/'most of the time' (up from 40% in 2017). Institution-level. Fieldwork Apr-Jun 2021.,AGING,"Qualifies by subject, BUT fieldwork is 2021 = PRE-2022 -> EXCLUDED from P (recency weight 0) per the 2022-2026 window rule. Recorded for provenance only; not used in scoring. No 2024+ MN state-government-institution poll found (Minnesota Poll/Mason-Dixon is Walz approval only)."
Mississippi,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll (corrected rule). Millsaps/Chism 'State of the State', Mason-Dixon, Stennis Institute all measure governor/legislature approval or right-track. A 2018 NBC/SurveyMonkey trust-in-state-govt item (26%) is pre-window and 403'd. No 2020+ Mississippi state-government-institution poll found."
Missouri,NO_QUALIFYING_POLL,,,,,,,,,,,,CONFIRMED no institution-level poll (corrected rule). SLU/YouGov poll (recurring MO series) asks governor/legislature/senators/president/court approval + right-track only - no generic state-government-as-institution trust/approval item. A DHSS health-agency trust poll exists but is not general state government. No qualifying MO poll 2020-2026.
Montana,NO_QUALIFYING_POLL,,,,,,,,,,,,CONFIRMED no institution-level poll (corrected rule). MTFP/Eagleton 'Montana Insights' asks issue-by-issue satisfaction with state-govt handling of 13 policy areas but no single overall approval/trust item; MSU Billings Mountain States Poll + UM Big Sky Poll are officials/candidate/issue-specific. No generic Montana state-government-institution trust/approval item found.
Nebraska,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll (corrected rule). NASIS, Nebraska Rural Poll, Metro Poll all ask about specific branches (state executive branch/governor, legislature, courts) not state government as a whole. No generic state-government trust/approval item found."
Nevada,NO_QUALIFYING_POLL,,,,,,,,,,,,"No verifiable institution-level poll. Noble/OH Predictive, Nevada Independent/Mellman measure officials (Lombardo, senators) or right-track. UNLV SOSSNV 'Thoughts on the Government' series is a promising lead but renders data as charts/images not extractable via WebFetch - could not confirm a qualifying trust/confidence item or percentage. Flagged for manual follow-up."
New Hampshire,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll (corrected rule). UNH Granite State Poll / Saint Anselm / ARG measure governor (Ayotte/Sununu), legislature, right-track, or federal. NH Civic Health Index (Jan 2024) measures trust in LOCAL (36%) and NATIONAL (17%) government only, not state government. No qualifying item found."
New Jersey,Rutgers-Eagleton Center for Public Interest Polling / NJ State Policy Lab,2022-06-14 to 2022-07-05,2022,How much trust do you have in the New Jersey government to improve the quality of life for its citizens?,1976,49,a great deal (12%) + some (37%) = 49%,https://policylab.rutgers.edu/publication/citizen-trust-of-new-jersey-government-what-can-data-tell-us/,DIRECT,MATCH,"Page confirms 49% trust NJ government a great deal/some; n=1,976; fieldwork Jun 14-Jul 5, 2022; wording verbatim.",AGING,"Institution-level trust in NJ state government. 2022 = in-window (>=2022) so included in P; recency weight 0.7 (2022-23 bucket). Sample 1,976 -> weight 1.0; direct -> 1.0. c_P=0.6 (aging, not 2024-26)."
New Mexico,Research & Polling Inc. (Garrity Perception Survey GPS'25),2025-02-03 to 2025-02-16,2025,"Rate your trust in state government officials on a five-point scale (5=complete trust ... 1=complete distrust), among 15 people/professions",415,19,share reporting trust (top of scale) in state government officials,https://garritypr.com/media/gps25-distrust-of-state-and-federal-government-officials-at-all-time-high/,DIRECT,MATCH,Page states 19% trust state government officials; n=415; Feb 3-16 2025.,OK,"EXCLUDED FROM P (strict institution-vs-people test): item measures trust in 'state government officials' — a collective category of PEOPLE (batteried with police/teachers/business owners), not the state-government institution/system. Source MATCH-verified (19%, n=415) but classification is people-focused, so weight 0. Recorded for provenance."
New Mexico,Research & Polling Inc. (Garrity Perception Survey GPS'23),2023-03-15 to 2023-04-02,2023,"Rate trust in state government officials on a five-point scale, among 15 people/professions",,24,"share reporting trust in state government officials (44% distrust, 33% neutral)",https://garritypr.com/podcast/2023-trust-of-state-government-officials/,DIRECT,MATCH,"Page states 24% trust, 44% distrust, 33% neutral for 2023 GPS. Sample size for this wave not published -> MISSING.",AGING,"EXCLUDED FROM P (strict institution-vs-people test): same 'state government officials' people-category wording as GPS'25. Source MATCH-verified (24%). Weight 0; recorded for provenance."
New York,Siena College Research Institute (SCRI),2015-02-09 to 2015-02-15,2015,"How would you rate the job being done by New York State government - excellent, good, fair or poor?",815,30,excellent + good job-performance ratings for NY State government,https://sri.siena.edu/2015/02/26/new-yorkers-trust-rate-job-done-by-local-governments-as-better-than-that-done-by-state-or-federal-governments/,DIRECT,MATCH,Page states 30% rated state government good/excellent.,STALE,Qualifies by subject BUT 2015 = pre-2022 -> EXCLUDED from P (recency weight 0). Recorded for provenance only. No 2020+ NY state-government-institution poll found (Siena/Marist recent = Hochul approval only).
North Carolina,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll (corrected rule). HPU, Elon, Meredith, WRAL/SurveyUSA, Civitas all measure governor (Stein), General Assembly, NC Supreme Court, individual agencies, or election/right-track trust - no composite state-government-as-institution item found."
North Dakota,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no qualifying poll. ND Ethics Commission self-selected online survey (2026) asks confidence that state government OFFICIALS act ethically - excluded (officials, not scientific sample). Gallup 2014 item (77% trust) is pre-window/STALE, no sample or wording disclosed. Other 2026 polls = legislature/officials/federal. No 2020+ institution-level poll found."
Ohio,Bowling Green State University (BGSU) Democracy and Public Policy Network,2025-04-18 to 2025-04-24,2025,Which institutions can be trusted to do what is right all or most of the time (state government)?,800,17,trust Ohio state government to do what's right all or most of the time,https://bgindependentmedia.org/bgsu-democracy-and-public-policy-network-releases-first-100-days/,DIRECT,MATCH,Page states 17% trust state government to do what's right all or most of the time; distrust ('can never be trusted') rose 13%->16% Feb-Apr 2025.,OK,"Subject is 'state government' as an institution (governor 12% and legislature 8% asked separately, excluded). Recent (2025) + direct + n=800 -> c_P=1.0. recency 1.0, sample 1.0, direct 1.0 -> P=17."
Ohio,Bowling Green State University (BGSU) Democracy and Public Policy Network,2026-04-07 to 2026-04-14,2026,"Which level of government do you trust most to use tax dollars wisely: local, state, or federal?",1000,28,"trust STATE government (vs 61% local, 11% federal) to use tax dollars well",https://www.wtol.com/article/news/politics/elections/ohio-voter-poll-2026-bgsu-election-sentiment-ohio-voters-bgsu-poll-2026/512-3b00186a-4f01-4025-b1d4-45867df7ef30,DIRECT,UNABLE_TO_VERIFY,61/28/11 figure surfaced via search summaries; WebFetch timed out on wtol and BGSU PDF returned 403. Not independently confirmed on an openable page.,OK,"Different framing (relative trust to use tax dollars), UNABLE_TO_VERIFY. Recorded for provenance; NOT used in P (parent used only the verified 17% item to avoid double-counting a differently-framed unverified figure)."
Oklahoma,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll. Amber Integrated/SoonerPoll measure governor (Stitt), senators, legislature job approval, and right-track/wrong-track only. No item asking about Oklahoma state government as an institution found."
Oregon,NO_QUALIFYING_POLL,,,,,,,,,,,,"No qualifying institution-level poll. OVBC items found = policy-responsiveness agree/disagree, general 'government is wasteful' attitude, right-track/wrong-track, election-system trust - none a direct state-government-as-institution approval/trust question. DHM/PSU items = officials or issue-specific."
Pennsylvania,NO_QUALIFYING_POLL,,,,,,,,,,,,"No verifiable institution-level poll. F&M = right-track/election-trust/governor approval; Muhlenberg = legislature/governor/Supreme Court (specific bodies, excluded); Quinnipiac = officials. Penn State CSR 'positive view of government performance' only found 2016/2018 (pre-window/STALE), site inaccessible (SSL expired)."
Rhode Island,University of Rhode Island - RI Survey Initiative (fielded by YouGov),2025-08-01 to 2025-08-18,2025,How much trust do you have in state government? (great deal / fair amount / not much / none at all),500,60,a great deal + a fair amount of trust ('roughly 60%'),https://www.uri.edu/news/2025/09/poll-93-of-rhode-islanders-agree-housing-costs-are-a-problem-remain-divided-on-solutions/,DIRECT,MATCH,Page: 'roughly 60% of respondents expressing a fair amount or a great deal of trust' in state and local government; n=500; 3rd annual URI survey.,OK,"LIMITATION: 60% reported JOINTLY for state AND local government ('trust in both'), not state alone - treat as upper-bound proxy for state trust. Recent (2025) + direct but n=500 (400-799 -> sample weight 0.7) -> c_P=0.6. P=60."
South Carolina,Winthrop University Poll,2025-02-21 to 2025-03-05,2025,I generally trust the South Carolina Government to do what is best for the people.,1220,43,Agree (34%) + Strongly agree (9%),https://www.winthrop.edu/winthroppoll/2025-february-winthroppoll-results.aspx,DIRECT,MATCH,Page confirms 43% (34% agree + 9% strongly agree); partisan split 65% R / 30% D.,OK,"Institution-level trust question, distinct from governor (McMaster) and General Assembly items on same poll (excluded). Recent (2025) + direct + n=1220>=800 -> c_P=1.0. recency 1.0, sample 1.0, direct 1.0 -> P=43."
South Dakota,"Mason-Dixon (for South Dakota News Watch / Chiesman Center, USD)",2025-10-16 to 2025-10-19,2025,How confident are you in the state government? (very / somewhat / not too / not at all confident),500,70,very confident + somewhat confident in state government (29% not too/not at all; 2% unsure),https://www.sdnewswatch.org/poll-confidence-government-executive-legislative-judicial-institutions-sd/,DIRECT,MATCH,"Page: 70% very/somewhat confident, 29% not too/not at all, 2% unsure; n=500 registered voters; Oct 16-19 2025 Mason-Dixon for SD News Watch/Chiesman. Corroborated by KELO-AM.",OK,"Confidence in 'state government' as institution, distinct from separate legislature/governor items (excluded). Recent (2025) + direct but n=500 (400-799 -> sample weight 0.7) -> c_P=0.6. P=70."
Tennessee,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll. Vanderbilt Poll, MTSU Poll, Beacon Poll all ask about the Governor (Lee) and General Assembly separately - no generic 'state government' institutional trust/approval item found."
Utah,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll. Deseret/Hinckley-Y2/HarrisX and Utah Foundation break confidence out by specific branch (Legislature, Governor, Supreme Court) or measure interpersonal social trust - no single 'state government as a whole' item."
Virginia,Tavern Research (for Searchlight Institute),2025-07-10 to 2025-07-18,2025,How much of the time do you trust the state government in Virginia to do what is right?,2495,~33,always + most of the time (approx; also 8% 'a great deal' of trust in service delivery),https://www.searchlightinstitute.org/research/how-va-and-nj-voters-view-their-governments/,DIRECT,UNABLE_TO_VERIFY,"Source page 403 Forbidden on WebFetch + Google cache failed; figures from search snippets only, NOT confirmed on an openable page.",OK,Qualifies by subject (institution-level trust) BUT EXCLUDED from P per strict rule: UNABLE_TO_VERIFY — source 403'd, never opened; figure approximate ('~33%') from snippets only. Never scored; recorded for provenance. Virginia is sentiment-only. Roanoke College 'Trust Index' = interpersonal trust (excluded); VCU/Wason = governor/GA approval (excluded).
Washington,NO_QUALIFYING_POLL,,,,,,,,,,,,CONFIRMED no institution-level poll. Cascade PBS/Elway polls rate Governor and Legislature separately + right-track item; 2022 UW/WSU poll = trust in vote-by-mail (specific function). No 'state government as a whole' institutional item.
West Virginia,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll. MetroNews/Research America (Rex Repass), ECU, Emerson, WVU, Marshall all measure the Governor (Morrisey), Legislature, or named officials - or confidence in non-state-government institutions. No 'state government as a whole' item."
Wisconsin,NO_QUALIFYING_POLL,,,,,,,,,,,,"CONFIRMED no institution-level poll. Marquette Law School Poll (flagship) tracks Governor (Evers), Legislature, and Supreme Court approval separately + federal trust items - no generic 'state government as a whole' item. St. Norbert/WPR series appears discontinued."
